0,case_1,0.738621102,0.753480032,1.368840485,3.933992077,0.227048847,0.710973823,0.387891758,0.289169674,0.252672703,0.20351913,0.334454316,0.271234488,468224.8771,74006.04429,1016610.2,548533.5526,468225.2467,3304.17
1,case_2,0.536766908,0.680333857,0.519942716,3.404963718,0.34226429,0.288605557,0.371224665,0.235541969,0.260376537,0.297033156,0.228643272,0.229489837,492752.927,109809.581,1076934.05,584337.121,492753.3283,3231.5
2,case_3,0.869697098,1.319574822,0.811694203,3.893060399,0.388335544,0.340891032,0.297776178,0.242817387,0.210224844,0.258883683,0.278275002,0.343914825,497323.7808,95086.48305,1066780.34,569613.9914,497324.1821,3293.33
3,case_4,0.858627631,0.730017837,0.50843541,3.70090651,0.352995334,0.444472358,0.226095132,0.258151431,0.241948891,0.289181386,0.282939102,0.342387183,487318.3392,84966.96795,1046658.54,559494.4763,487318.7299,3274.83
4,case_5,0.955055925,0.851775607,0.881829857,3.757554601,0.343095346,0.435272974,0.328848084,0.304762,0.289464592,0.248058692,0.220085467,0.245572139,484154.6371,91824.88476,1050353.75,566352.3931,484155.0173,3279.67
5,case_6,0.915219873,1.243375643,0.682454272,3.810440679,0.312987819,0.332203758,0.275858033,0.250872384,0.279083002,0.226714122,0.30671306,0.310482491,491887.5773,95487.74195,1061747.12,570015.2503,491887.968,3291.33
6,case_7,0.635695306,1.245304768,1.287259652,3.251942033,0.253671354,0.248063449,0.372878261,0.365088232,0.266286228,0.227550079,0.394643458,0.243876133,493907.7158,108616.0337,1076894.92,583143.5737,493908.1066,3286.83
7,case_8,0.858474921,1.120192178,0.891432196,3.374543155,0.399851334,0.468478044,0.3674479,0.313710119,0.25735746,0.227382084,0.342791954,0.228775341,498939.313,86530.45251,1059839.33,561057.9608,498939.7142,3289.17
8,case_9,0.988705639,0.991737127,0.565461873,3.219697654,0.201516248,0.511074615,0.215505056,0.205653063,0.247822915,0.279262684,0.218967699,0.277437932,464433.6893,85885.99968,1024700.14,560413.508,464434.0589,3283.67
9,case_10,0.653554625,0.828385591,1.066163523,3.840874009,0.234067783,0.596289156,0.244278067,0.396857463,0.278385408,0.290227346,0.355453325,0.253143566,470882.9347,76632.50073,1021893.85,551160.0091,470883.3043,3288.33
10,case_11,0.923714643,0.547851657,1.153369799,3.965683735,0.364189126,0.493305083,0.281785261,0.249547371,0.240714494,0.208945319,0.281333754,0.381692835,470836.7875,81855.48546,1027070.72,556382.9938,470837.1677,3295.67
11,case_12,0.65054864,1.021324749,0.913203531,3.876934923,0.336256083,0.789282065,0.299239683,0.252942877,0.243459041,0.200564306,0.265875414,0.390872412,475719.9744,70846.83511,1020943.71,545374.3435,475720.3546,3289.67
12,case_13,0.571310137,0.990757709,0.878890584,3.196402192,0.259175844,0.589838654,0.374403833,0.35751028,0.286939959,0.289449629,0.286936621,0.39852745,491242.3507,75860.35446,1041474.69,550387.8311,491242.7414,3272.5
13,case_14,0.938438979,1.025806163,1.243284164,3.507535768,0.289310171,0.422121472,0.219789733,0.396030228,0.296857887,0.228420723,0.365393933,0.254751101,474449.6486,87040.84623,1035867.8,561568.3546,474450.0288,3306.17
14,case_15,0.89100666,1.345653496,0.932979018,3.813161832,0.262401755,0.525397518,0.210974282,0.304092219,0.204785616,0.2928902,0.297470401,0.257793923,475411.0733,82571.38581,1032359.47,557098.9258,475411.4534,3301.83
15,case_16,0.779685161,1.442939039,1.37263891,3.300650517,0.29831349,0.259352434,0.224518908,0.210045234,0.206390558,0.271994726,0.280718134,0.241688948,471994.2269,113480.9574,1059853.26,588008.4975,471994.607,3300.5
16,case_17,0.683509748,1.261162689,0.944661395,3.297014071,0.37467469,0.648064748,0.389160072,0.394420465,0.21421908,0.271028085,0.346480215,0.233709005,502150.2499,77262.19534,1053780.99,551789.7037,502150.6512,3288.83
17,case_18,0.788531019,0.878747463,0.703068966,3.78176972,0.256808103,0.697006345,0.373101934,0.335487358,0.211500306,0.216426977,0.385779034,0.2207231,490001.3184,75042.065,1039415.79,549569.5733,490001.7091,3285.83
18,case_19,0.893628823,0.514549094,0.765505852,3.180779412,0.230376912,0.750320653,0.285123675,0.326813318,0.284566337,0.201895754,0.275252438,0.359815427,467795.3069,72540.80007,1014715.53,547068.3084,467795.687,3273.83
19,case_20,0.634048894,1.01647134,0.830739425,3.175067872,0.359083913,0.440356081,0.299899997,0.354873581,0.21132048,0.231510442,0.201857773,0.310020872,484850.1715,92713.925,1051938.12,567241.4333,484850.5622,3251.5
20,case_21,0.948005485,1.121262803,0.72504923,3.557578734,0.230811612,0.649638742,0.209685691,0.380235,0.291414312,0.214144948,0.395730279,0.225033683,474857.1696,75531.96823,1024766.29,550059.4449,474857.5498,3298.5
21,case_22,0.835257027,0.853233028,0.738309082,3.260057759,0.29801084,0.425789369,0.316250226,0.20862751,0.2406814,0.202571046,0.25333665,0.340596817,473766.9869,89990.305,1038134.82,564517.845,473767.367,3270.5
22,case_23,0.806188785,0.850815782,1.142012405,3.450333015,0.361462682,0.597065249,0.268600345,0.34535461,0.200896196,0.276483977,0.299902689,0.314587129,478596.5712,78413.74821,1031386.32,552941.2565,478596.9619,3294.5
23,case_24,0.864948179,1.074332822,1.394430948,3.913728181,0.286396206,0.222523583,0.312036884,0.285415634,0.202479898,0.273940809,0.335099127,0.329307446,487558.991,111840.2931,1073772.45,586367.8331,487559.3818,3307.67
24,case_25,0.851383213,0.964199366,1.076092547,3.548821752,0.372797479,0.681704086,0.303123768,0.219788648,0.22273097,0.262998228,0.398623553,0.289081417,482247.1632,73089.9262,1029711.93,547617.4345,482247.5434,3307.5
25,case_26,0.969531793,0.770497742,1.270034659,3.928743249,0.275408588,0.239739653,0.396103168,0.34199111,0.262086897,0.206245366,0.28752766,0.303705626,490561.0618,113054.8693,1077988.14,587582.4093,490561.4525,3295.83
26,case_27,0.517013337,0.694233927,0.617534169,3.754918832,0.22738664,0.403024461,0.381168975,0.244909348,0.20469674,0.262566292,0.208332521,0.215990051,470990.2349,98840.07479,1044208.72,573367.6148,470990.615,3226.33
27,case_28,0.763500251,0.800905027,0.625739688,3.318816467,0.365716875,0.713813111,0.263808574,0.2009205,0.205544771,0.27669164,0.341850166,0.319518419,479673.4378,72850.8177,1026899.9,547378.326,479673.8179,3277.33
28,case_29,0.709664357,1.334319407,0.970681276,3.917945449,0.328455394,0.312667077,0.321651446,0.373968765,0.263607259,0.298671331,0.333113679,0.237827395,503369.5075,98089.87583,1075827.55,572617.3842,503369.9088,3287.17
